"Date","Hour","State Library","Collins Place (South)","Collins Place (North)","Flagstaff Station","Melbourne Central","Town Hall (West)","Bourke Street Mall (North)","Bourke Street Mall (South)","Australia on Collins","Southern Cross Station","Victoria Point","New Quay","Waterfront City","Webb Bridge","Princes Bridge","Flinders St Station Underpass","Sandridge Bridge","Birrarung Marr","QV Market-Elizabeth (West)","Flinders St-Elizabeth St (East)","Spencer St-Collins St (North)","Spencer St-Collins St (South)","Bourke St-Russell St (West)","Convention/Exhibition Centre","Chinatown-Swanston St (North)","Chinatown-Lt Bourke St (South)","QV Market-Peel St","Vic Arts Centre","Lonsdale St (South)","Lygon St (West)","Flinders St-Spring St (West)","Flinders St-Spark Lane","Alfred Place"
"12/04/2014",2,138,30,19,18,"260",583,"64","87",60,"10",15,11,9,7,141,"143","59",20,"119",215,25,27,495,19,123,226,17,66,NA,NA,NA,NA,NA
"12/04/2014",3,86,20,10,22,"156",300,"46","62",21,"16",1,12,1,2,79,"undefined","49",30,"90",162,35,25,511,21,159,125,7,32,NA,NA,NA,NA,NA
"12/04/2014",4,53,13,14,15,"77",266,"54","72",21,"7",8,5,0,1,47,"97","61",25,"41",128,20,14,276,9,44,98,4,38,NA,NA,NA,NA,NA
"12/04/2014",5,39,22,11,8,"87",173,"35","47",11,"23",8,3,1,5,57,"53","50",20,"89",128,69,22,100,22,26,13,6,40,NA,NA,NA,NA,NA
"12/04/2014",6,29,62,33,19,"148",143,"49","56",39,"40",23,9,3,48,64,"79","96",26,"112",199,189,32,119,75,66,35,50,63,NA,NA,NA,NA,NA
"12/04/2014",7,94,81,36,38,"249",209,"104","141",164,"80",36,69,31,68,140,"242","122",81,"274",275,345,69,98,260,69,34,93,95,NA,NA,NA,NA,NA
"12/04/2014",8,227,127,96,56,"399",477,"351","264",291,"173",99,116,41,91,361,"372","180",141,"513",741,534,182,120,756,115,78,164,322,NA,NA,NA,NA,NA
"12/04/2014",9,366,283,124,113,"756",1091,"876","840",695,"182",101,177,67,147,746,"691","298",181,"962",1129,674,160,232,996,201,115,328,678,NA,NA,NA,NA,NA
"12/04/2014",10,741,325,156,109,"1224",1784,"1887","1731",1251,"146",118,245,120,196,1078,"1033","409",203,"1089",1737,910,214,321,1245,444,220,351,672,NA,NA,NA,NA,NA
"12/04/2014",11,1039,314,226,139,"1993",2341,"2304","2803",1602,"157",107,267,164,259,1502,"1357","464",505,"1514",2210,1021,211,570,1562,564,395,407,1746,NA,NA,NA,NA,NA
"12/04/2014",12,1630,402,242,112,"2319",2795,"3066","2912",2015,"157",113,310,205,232,1697,"1395","577",1181,"1613",2112,955,154,858,1901,918,603,449,1496,NA,NA,NA,NA,NA
"12/04/2014",13,1870,448,193,154,"2613",3414,"3696","3557",1771,"146",95,323,163,255,1802,"1506","560",1138,"1751",2464,1025,221,1047,1328,1135,676,392,1601,NA,NA,NA,NA,NA
"12/04/2014",14,1711,457,305,143,"2769",3714,"4095","4019",1902,"185",94,273,250,249,2137,"1714","692",534,"1609",2688,544,196,1012,1569,1188,649,355,1657,NA,NA,NA,NA,NA
"12/04/2014",15,1921,408,207,109,"3095",3963,"4082","4012",1824,"139",85,409,257,243,2234,"1635","626",501,"1083",2766,564,243,944,1754,896,492,262,1493,NA,NA,NA,NA,NA
"12/04/2014",16,1991,473,244,106,"2547",3176,"3297","3552",1515,"149",97,296,193,221,1917,"1813","652",2832,"688",3038,560,227,982,1380,950,566,133,1681,NA,NA,NA,NA,NA
"12/04/2014",17,1963,571,171,92,"2584",3010,"2765","2485",1113,"155",115,316,237,198,2054,"1516","688",493,"520",2351,519,173,1154,1283,978,821,171,1404,NA,NA,NA,NA,NA
"12/04/2014",18,1675,554,200,75,"2582",2662,"1989","1171",545,"155",119,264,154,102,2064,"1403","545",120,"469",1909,585,191,1257,856,1151,913,178,2004,NA,NA,NA,NA,NA
"12/04/2014",19,1207,386,175,96,"2585",2531,"1353","703",395,"142",98,239,193,83,1702,"1105","444",465,"356",1639,407,162,1108,389,1309,1150,92,978,NA,NA,NA,NA,NA
"12/04/2014",20,1064,412,173,69,"2339",2093,"850","618",461,"72",74,229,108,61,1961,"972","294",140,"248",1413,235,160,1306,393,998,939,95,1448,NA,NA,NA,NA,NA
"12/04/2014",21,1016,233,99,80,"1845",2103,"538","563",342,"62",80,175,121,58,1120,"834","367",100,"244",1272,205,140,1218,300,977,895,74,1016,NA,NA,NA,NA,NA
"12/04/2014",22,928,199,87,80,"1899",1664,"503","439",340,"95",50,170,85,35,1393,"746","391",70,"251",1064,362,135,1296,271,701,822,63,970,NA,NA,NA,NA,NA
"12/04/2014",23,529,178,135,72,"1338",1320,"440","376",322,"60",84,110,49,28,981,"648","361",56,"243",1069,288,116,925,232,533,676,57,485,NA,NA,NA,NA,NA
"13/04/2014",0,419,90,67,63,"972",1128,"338","216",184,"32",33,51,22,22,480,"415","258",51,"137",703,156,57,698,142,387,483,42,186,NA,NA,NA,NA,NA
"13/04/2014",1,253,77,49,21,"601",644,"214","245",135,"9",12,12,7,12,288,"267","103",23,"132",374,46,32,840,72,321,351,56,98,NA,NA,NA,NA,NA
"13/04/2014",2,138,65,48,40,"333",552,"127","187",77,"17",13,7,1,7,208,"123","66",9,"126",240,23,28,667,32,151,243,13,96,NA,NA,NA,NA,NA
"13/04/2014",3,98,12,13,34,"296",501,"104","129",70,"3",41,12,10,4,85,"115","61",9,"104",163,22,25,526,18,118,172,8,48,NA,NA,NA,NA,NA
"13/04/2014",4,53,24,5,19,"142",263,"40","52",14,"3",7,11,11,5,51,"79","33",2,"58",102,25,32,244,17,41,181,6,40,NA,NA,NA,NA,NA
"13/04/2014",5,40,26,9,19,"104",217,"67","50",37,"3",6,5,0,10,80,"53","46",5,"15",106,33,10,169,16,23,35,15,70,NA,NA,NA,NA,NA
"13/04/2014",6,57,33,18,16,"129",155,"44","57",54,"12",19,24,20,19,106,"77","37",20,"67",141,57,31,138,63,33,64,19,124,NA,NA,NA,NA,NA
"13/04/2014",7,141,95,25,22,"186",350,"84","89",178,"44",30,78,61,72,2178,"170","136",114,"190",524,163,158,181,140,48,55,42,1102,NA,NA,NA,NA,NA
